miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39
hsa-miR-204-5p	5.054504	1.575783	1.435434	1.380353	3.979062	0.441748	2.978276	0.1887	2.549035	2.101961	1.674052	4.027855	1.1679	3.01901	0.29576	2.646182	1.550871	1.53443	0.390922	0.418896	5.446965	2.58365	132.865851	2.815531	1.08269	3.17203	2.097384	0.680717	0.407894	2.221952	0.713049	1.56885	2.241696	3.333693	0	8.525406	0.984385	1.092844	8.426028	5.321038	5.839311	6.247481	3.418777	6.867988	3.483983	13.660539	4.10377	5.016714	5.69008	4.20816	10.003895	5.430155	3.414944	2.23635	2.445724	6.29177	7.611412	6.146725	1.612851	1.807928	8.649654	5.717285	5.669032	6.888152	3.933121	15.851774	5.552713	2.029705	4.62954	0.967889	4.089468	6.427768	7.780936	1.831903	3.691183	12.842248	4.064972	3.408844
hsa-miR-205-3p	0.180518	0	0.205062	0	0	9.055845	0.425468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527126	0.645912	0	0	0	1.30613	0	2.45058	0	0.634844	0	0	1.120848	0	0	0.56836	0	0	0	0	0	0	0	0	0.40988	0	0	0	0	0	0	0	0.136598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154242	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	1015.41371	17.333608	13.739157	11.871036	110.495479	11462.26927	541.620884	5.660986	14.930059	17.716531	337.154077	145.271287	49.343728	12.277312	5.61944	5.586383	39.547219	30.68859	1.798243	4.398404	136.876931	740.861788	43.518379	18.409245	8.35218	1789.584362	137.029063	3197.601041	2.447365	86.33871	3.327564	4.183602	3354.324325	45.481097	124.72258	568.644578	161.832941	3.00532	467.042717	0.782505	34.586684	51.021098	16.452861	6.030427	503.333044	4.637064	13.132063	38.917546	17.253791	59.966282	21.931614	31.536675	41.389125	0.7893	7.713437	28.96212	0.281904	4.763712	72.98153	5.875766	31.610557	1.905761	5.983978	4.400764	1.685623	20.93247	136.041474	5.412546	28.471668	17.905944	4.275352	46.102613	23.074503	3.330732	68.374747	318.48776	11.991666	7.669897
hsa-miR-206	0	0	0.205062	0.276071	0.306082	0.220874	0.638202	0	0	0.60056	8.70507	0	0	0.402535	0	0.14701	0	0	0.078184	0.209448	0	0	0	0.649738	0.15467	0.18659	0	0.136143	0	0	0	0	0	0	0	0	0	0	0.150465	0	0	2.082494	8.440104	0	0.819761	13.66054	0.164151	0.152022	7.892692	12.79982	2.885739	0	5.873704	0.5262	0	0.299608	16.068536	0.614673	0	0.225991	0.471799	0.211751	18.266883	1.339363	0.374583	0.812911	0.154242	0	2.777724	0	1.487079	0.664941	0.134154	3.996878	1.054623	1.97573	0.609746	0.106526
hsa-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-3p	0	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-3p	7.040202	3.151565	0.820248	4.693201	1.530409	5.742731	1.701872	1.886995	4.005626	2.702521	9.039881	1.879666	2.919748	2.817744	2.07032	1.764121	0.775437	2.045906	6.880233	2.93227	5.798382	1.722432	10.013078	1.516054	1.23736	1.11954	0.699128	1.497577	2.85526	1.587108	0.475366	2.614751	0.747232	0	1.869504	2.841801	1.575016	3.278532	1.053254	1.40851	0.449178	0.520623	1.495715	1.340096	1.0247	1.503912	0.984906	0.760108	1.284857	1.57806	0.961914	0.835408	0.546392	0.13155	0.376265	0.399477	0	1.075676	1.209637	0.451982	1.100864	1.482258	1.732204	1.722038	0.561873	0.406456	0.462726	0.451046	0.694431	0.967888	1.672964	0.886588	1.207386	1.665366	0.703083	0.790292	1.219492	0.319579
hsa-miR-20a-5p	165.354482	48.652283	52.290819	136.102801	261.69982	316.954549	176.569259	96.802865	274.931559	248.031437	341.506613	185.549831	103.943001	137.666914	66.250237	61.744247	132.857975	78.767383	172.865886	87.339738	86.800004	159.325114	222.21332	79.268047	87.233879	63.813768	103.82049	47.786347	128.894571	125.381583	99.589237	155.054771	49.690926	56.910901	75.314279	233.596123	104.344839	180.592409	65.301722	102.351726	75.461857	43.211747	146.68686	130.994288	125.628319	84.344432	161.360221	108.847509	115.637111	130.803644	77.722559	85.838235	56.27828	41.964462	29.536818	45.939916	57.226543	54.244851	103.424103	108.475679	123.296901	116.463194	190.699953	135.084302	51.879732	46.539182	47.81503	105.544659	85.183529	91.465495	65.245591	136.313009	102.896185	121.238648	131.476378	65.989399	113.209448	64.448447
hsa-miR-20b-3p	0	0.393946	0.205062	0.552142	0.306082	3.533989	0.638202	0.1887	1.82074	0.60056	1.33924	0.537047	0.58395	0.603801	0.59152	0.58804	0.258479	0.170492	0.078184	0	0	0.430608	0	0.216579	0.30934	0.55977	0.349564	0	0	0.634844	0.713049	0	0	0	1.068288	8.525404	0.393754	0.546422	0.30093	0.313002	0.149726	0	0.854696	0.167512	0.20494	0	0.492453	0	0.183551	0	0	0	0.136598	0	0	0.299607	0.563808	0	0	0.225991	0.157266	0.423503	0	0.191338	0.187291	0	0	0	0	0	0	0.221647	0.134154	0.666148	0.175771	0	0	0
hsa-miR-20b-5p	1.80518	1.37881	2.255682	5.245341	5.203389	45.500096	6.594755	1.698297	39.692106	16.21513	40.846869	0.805572	3.795671	13.887451	6.80248	3.528242	2.584787	0.681969	1.250951	0.837791	3.865588	2.58365	2.31071	3.24869	4.02142	4.664749	2.097384	0.680717	2.855259	5.39617	1.426098	1.307376	9.3404	1.666847	21.899896	73.31849	11.418869	16.665865	6.770917	18.623631	4.79123	1.56187	25.427148	19.933914	4.918564	6.516954	20.682999	4.864694	8.443345	17.709341	4.4248	10.442607	4.780923	3.157201	1.128795	1.897517	1.691425	2.919694	5.644981	4.293829	7.706055	5.717284	22.991076	10.14089	2.060205	2.438735	3.239083	2.931797	2.777724	3.387611	5.390662	8.422592	8.049245	8.992978	8.261217	1.97573	5.894208	4.687159
hsa-miR-21-3p	2234.99327	2380.219365	2306.537805	1750.287531	1243.60978	1899.076812	4206.815784	3366.02239	3141.138576	1619.411072	2939.300544	2028.96457	2062.509454	3740.353755	3965.845637	1814.398845	5217.131034	3653.988186	2177.515983	2994.056501	2945.050335	2755.463288	3499.570973	2347.936914	3312.10333	2367.080306	1086.095153	2972.419781	5112.546169	6571.264509	9620.462806	2973.495569	1920.386171	3740.641553	2257.558806	5103.308026	4633.107788	6236.038925	2154.806308	755.430859	588.722259	622.14503	533.649572	958.837978	1036.587352	708.217515	854.568974	461.23372	964.376794	1154.4386	361.679239	541.553642	537.239012	533.435415	265.266963	266.751114	699.686098	172.722983	915.69645	393.224338	499.635532	531.707419	583.910338	648.251577	328.883786	240.215341	167.198364	3029.898459	615.497291	1128.558381	332.176264	972.587786	287.894672	1461.358679	402.338806	458.567052	645.923933	153.717536
hsa-miR-21-5p	220300.9091	188239.6206	459958.2535	124514.7369	286068.5096	342836.5952	348947.0196	478909.2412	290416.9419	176297.5032	396622.4326	335950.1856	459641.7937	306598.7134	403807.0225	436409.8189	491165.8494	371633.2059	333884.2472	420777.9353	465783.7548	328839.5038	399578.8345	286957.9154	560619.5028	178836.5929	168685.2236	304308.5043	533095.3135	249783.2803	436325.875	286695.4899	307680.237	362990.1035	448250.0114	481756.7679	440519.3066	440484.5559	321634.7458	79077.19433	43834.05519	43625.64258	55545.70877	91106.86153	167647.4078	50994.04237	56357.5598	120330.3127	112310.6167	125691.0807	61263.26863	67624.23988	66691.67317	49327.31887	40483.50077	37439.43297	72419.20274	24916.98079	45995.90456	88601.12702	82547.43353	127228.4174	66505.46667	106782.6096	60016.04713	32710.94799	19198.81444	444764.5114	101773.484	150870.1563	66002.14065	205389.5726	59387.6	146775.0354	79618.43728	92131.87053	81767.50641	42309.39345
hsa-miR-210-3p	996.278802	154.426679	368.29142	303.677646	82.335967	869.802803	585.018629	527.415212	371.06657	1307.119672	693.392349	82.973803	144.52749	58.166282	320.603824	58.216005	119.41709	678.558837	329.313035	268.721546	795.783842	37.678236	481.012889	165.466635	185.139988	108.222182	19.226018	261.667696	560.446659	754.828861	632.237154	91.516307	872.393328	531.724018	245.172009	748.246465	50.79428	556.803827	142.038766	29.891711	7.486296	5.206234	11.645207	18.426307	17.214973	6.892932	10.998103	28.124009	9.177549	9.99438	8.8496	6.056712	5.600509	3.420301	1.128796	6.791117	9.302836	4.91738	9.878714	11.073559	16.512977	11.011066	27.085376	18.368405	6.929782	8.535571	4.164535	80.511632	8.796125	13.550443	9.294244	14.850361	14.354487	23.814735	23.729027	7.310202	6.097458	5.326317
hsa-miR-211-5p	0.180518	0.787892	0	0.552142	0.306082	0.220874	0	0	0	0	0	0	0	0.603802	0	0.14701	0	0	0	0.209448	0	0	0	0	0.15467	0.18659	1.048692	0	0	0	0	0	0	0.714363	0	0	0	0	0	0.782505	0.299452	0.520623	0.534184	1.172584	1.0247	0.125326	0.328302	0	1.284857	0.70136	0.192383	0	0.273196	0	0.188133	0	0	0.461004	0	0.225991	0	6.776041	0.314946	0.574013	0	1.01614	0	0	1.157385	0	0.37177	0	0	0.166537	0.175771	0	0	0.319579
hsa-miR-2110	8.303828	2.560646	1.230372	0.828212	4.897308	0.441748	2.12734	1.132199	0.364148	4.203922	5.022156	4.564901	1.459874	1.610139	0.88728	2.352161	0.258479	3.23935	2.81464	0.837791	1.22996	1.937737	8.857724	2.598952	3.0934	2.05249	1.398256	1.63372	4.078941	2.221952	0.950733	2.091801	0.747232	4.524298	6.409726	3.410161	2.756278	2.73211	3.46069	1.565011	1.646985	2.082494	2.777756	0.502536	3.483982	1.002608	2.626412	2.280325	2.936816	2.45476	2.308591	0.417704	1.912369	0.65775	0.940664	1.797649	1.973329	3.073363	3.024097	2.711892	3.145329	3.17627	4.251775	3.061401	0.749164	1.829051	2.467872	0.902092	2.31477	0.967888	1.858849	3.768002	3.085544	1.498829	3.515412	10.273798	2.032486	3.408844
hsa-miR-2113	0	0	0	0.828212	0	0	0	0	0	0	0	0	0	0.201267	0.59152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2114-3p	0	0.196973	0	0	0	0	0	0	0	0.30028	0	0	0	0	0	0	0.258479	1.363937	0	0	0	0	0	0	0.15467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20494	0	0.164151	0	0	0.17534	0	0	0.136598	0	0	0	0	0	0	0	0.157266	0	0.157473	0	0	0	0	0	0	0	0	0	0.134154	0.166537	0	0	0	0
hsa-miR-2114-5p	0	0	0.410124	0.276071	0.612163	0	0	0	0	0.30028	0.33481	0	0	0.201267	0	0.44103	0	1.363937	0	0	0.175709	0.430608	0	0	0.15467	0.55977	0	0	0.407894	0	0	0	2.241696	0	0.267072	0	0.196877	0	0.30093	0.156501	0	0.520623	0.320511	0	0	0.125326	0	0.152022	0.183551	0.17534	0	0.208852	0.273196	0	0	0.499346	0	0.153668	0.403212	0	0	0.423502	0.157473	0.191338	1.498331	0	0.616968	0	0	0	0	0	0.268308	0.166537	0	0	0.203249	0
hsa-miR-2115-3p	0.722072	0	0	0	0.306082	0.441748	0	0.3774	0	0	0	0	0.291975	0.201267	0	0.14701	0	0.340984	0	0	0	0	0	0.216579	0.46401	0	0	0.136143	0	0.317422	0	0	0	0	1.33536	0	0	0	0	0	0	0	0.320511	0.335024	0	0.125326	0	0.152022	0	0.70136	0	0	0.136598	0.5262	0	0.099869	0.563808	0.153668	1.209638	0.225991	0	0.211751	0.157473	0	0	0.203228	0	0	0.231477	0	0	0	0	0.49961	0	0	0.203249	0.106526
hsa-miR-2115-5p	0.180518	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0	0	0.340984	0	0	0	0	0	0.216579	0	0.18659	0	0.136143	0	0.317422	0	0	0	0	0.801216	0.56836	0	0	0.451395	0	0	0	0.106837	0	0	0	0	0.304043	0	0	0	0	0	0	0	0.099869	0.845712	0	0	0	0	0	0.157473	0	0	0	0.154242	0.225523	0	0	0	0	0	0.166537	0	0	0	0
hsa-miR-2116-3p	0.180518	0	1.435434	0.276071	0.306082	0.662623	0	0.5661	0.728296	0.30028	0.669621	0	0.58395	3.220278	0.59152	0.44103	0	2.557381	0.390922	0.209448	0.702835	0.215304	0.770236	1.299475	0.61868	0.55977	0.349564	0.816859	0	0	1.188415	0.52295	0.373616	0.476242	2.136576	0.85254	0.590631	1.912476	0.150465	0	0	0.520623	0.320511	0.167512	0.20494	0.125326	0.492453	0.456065	0.183551	0	0.384766	0.208852	0	0	0.188133	0.099869	1.40952	0.307336	0	0.451982	0	0.211751	0.472419	0.191338	0	0	0	0.676569	0.231477	0.967889	0.185885	0.664941	0.134154	0.166537	0	0.592719	0.406498	0
hsa-miR-2116-5p	0.361036	0	0.410124	0	0	0.220874	0.212734	0.1887	0	0	0.66962	0	0	0.402535	0	0	0	0.85246	0	0	0.175709	0	0	0	0	0	0	0.136143	0.407894	0	0	0	0	0.476242	0.267072	0	0	0.273211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187291	0.203228	0	0	0	0	0.185885	0	0	0	0	0	0	0
hsa-miR-2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-212-3p	9.386936	6.106157	26.04288	5.521412	7.652042	6.184479	13.827713	13.020269	21.484718	12.011207	7.365828	6.176044	7.007394	33.410392	18.928639	11.025758	17.318064	11.081992	3.205563	12.776317	21.787855	4.521388	8.857722	22.957412	8.35218	11.381988	7.340843	28.590122	12.236826	25.393738	30.898808	19.872112	4.483392	3.571814	20.297465	9.377946	8.465713	37.976317	10.532536	5.790541	2.096163	4.68561	5.876022	2.345167	4.303742	3.258478	1.96981	3.040433	2.753265	4.20816	2.693357	2.506225	8.742256	6.840602	5.079581	5.892293	8.739029	4.763712	2.21767	2.711892	1.72993	4.023274	1.889677	2.104713	3.745828	4.674241	2.005146	10.599571	4.166586	6.775222	8.178934	3.989648	1.878157	3.330732	2.285018	3.951461	1.625989	0.639157
hsa-miR-214-3p	23.647858	2.560647	11.07335	1.104283	7.958124	9.939341	3.403744	9.623679	7.647102	1.5014	3.013293	4.564902	9.927141	5.232952	1.4788	9.996687	5.686528	9.206576	2.423718	8.587362	10.015389	2.368346	8.472603	7.363696	2.62939	3.17203	1.048692	22.327522	3.263153	3.174218	3.08988	4.183602	3.362544	3.333694	3.471936	1.705081	2.165647	1.912477	13.090439	4.538531	6.587941	5.726857	8.22643	2.010144	2.25434	5.514345	1.96981	1.216175	3.854571	2.98078	2.693357	3.550486	7.376282	3.4203	2.257592	4.993468	4.79237	6.146726	4.435342	4.745811	3.302594	3.599771	3.306935	1.913376	3.745828	7.925888	4.010292	1.804183	1.851816	2.903667	2.044735	3.103061	2.146464	2.664587	3.515412	5.729618	2.642232	4.68716
hsa-miR-214-5p	70.763054	6.500102	20.301141	1.656424	19.283145	19.436935	10.211233	17.737758	9.83199	4.203922	12.387984	15.574372	29.197472	7.245626	6.50672	7.791535	8.271314	19.436107	7.036601	23.877051	15.638061	6.674431	27.728525	15.377135	11.44558	6.903829	2.097384	37.167159	11.013144	2.856795	5.466712	13.073758	5.60424	6.667386	6.142655	2.273441	5.512557	3.824953	19.109029	7.668554	11.229443	15.618704	5.235001	4.355309	8.607486	5.764998	3.611317	7.145018	9.177549	7.36428	6.541007	8.354086	4.780923	4.735801	1.881327	2.396864	5.919987	4.456376	4.233735	5.197793	7.391522	8.47005	9.763332	8.801528	4.307702	6.096837	4.318777	3.608365	6.249879	1.451833	4.647123	6.206121	6.57355	5.662244	5.800429	6.717483	5.081215	2.982737
hsa-miR-215-5p	0.180518	3.939456	3.691116	1.656424	1.530409	3.754863	4.254681	2.075695	5.098069	3.903642	10.713933	2.148189	11.387015	167.655761	5.32368	3.969272	5.428051	4.262304	4.143776	3.141718	3.68988	2.798954	4.236303	3.898428	2.16538	9.142909	5.942587	2.45058	2.447365	36.186077	9.745008	3.137701	4.109776	1109.405371	4.006079	9.093766	6.496942	10.928437	3.310225	6.729548	6.737666	0.520623	8.867451	5.192868	2.254341	2.757173	3.447166	2.888411	3.854571	4.73418	3.270504	5.430156	8.469061	7.629902	5.079581	5.293076	4.228562	6.454062	4.636949	4.971802	2.044463	2.329263	3.936827	5.357451	4.682285	4.877469	1.850904	3.382843	3.935109	1.935777	9.480129	5.319531	1.609848	2.498049	2.109247	2.568449	5.89421	2.024001
hsa-miR-216a-5p	1.083108	1.181837	0.410124	0.276071	3.060817	0	1.06367	0	22.577162	1.801681	0.33481	0.268524	0.58395	0.603802	1.18304	0.29402	0	1.022953	0	0.418896	0	1.507129	0.385118	1.082896	1.5467	0.18659	49.288516	0.40843	0.407894	0.952265	0.237683	1.568851	0	0.238121	0.267072	1.705081	0.196877	0	1.354184	0.156501	1.646985	0.520623	0.641021	2.345167	0.40988	0.125326	0.492452	0.760109	0.367102	0.35068	0	0.417704	0.546391	0.39465	0.188133	0.599216	0.845712	0	0.201606	0.677973	0.629066	1.69401	1.417258	0	0.561873	0.203228	0.77121	0.225523	0.231477	0	0.74354	0.664942	1.341541	1.332293	0.703082	0.987865	0	0.532632
hsa-miR-216b-5p	0.180518	0.984864	0	0	0	0	0.212734	0	33.137446	5.405044	0	0	0.291975	0	0.59152	0	0.258479	0.340984	0	0	0	0.861217	0.385118	0	0	0	17.128634	0.136143	0	0	0.237683	0.784425	0	0	0.267072	1.13672	0.393754	0	0.601859	0	0	0	0	0	0.20494	0.125326	0	0	0.183551	0.17534	0	0.208852	0.136598	0.13155	0	0.099869	0	0	0	0	0.157266	0.211751	0	0	0.187291	0	0	0	0	0	0	0	0	0.166537	0.175771	0.197573	0.203249	0
hsa-miR-217	20.398533	56.531195	10.04804	4.141059	34.893309	3.313114	30.208234	2.641794	1329.503471	68.163604	16.74052	22.287462	18.978356	18.315335	16.56256	7.644526	6.203486	17.390203	3.831039	7.959017	6.1498	31.865023	19.25592	29.454794	44.8543	16.979687	781.974527	6.398741	6.934202	11.744604	1.901465	28.239317	7.845936	12.144168	11.21702	34.385804	9.843852	3.551742	29.641564	4.382031	14.373688	11.453716	6.089696	41.375433	10.861828	5.38902	9.520746	9.577365	11.013059	5.61088	2.116209	17.961286	8.742258	8.550752	6.396508	3.994776	4.228562	2.612358	1.612851	8.813649	13.367648	45.950024	13.857634	7.84484	12.173944	1.422595	7.712102	10.148524	5.786925	6.291277	12.082518	2.881414	13.147101	9.159514	6.32774	16.003417	5.081215	7.137266
hsa-miR-218-1-3p	1.444144	1.181837	0.205062	0.552142	0	0.441748	1.489138	0.1887	0	1.201121	0.33481	0.805571	1.167899	2.616475	0.59152	0.73505	1.033915	1.363937	1.485503	1.047239	0.527126	3.229562	0	2.382373	0.30934	2.23908	0.699128	2.722869	0.407894	0.952266	0.950732	0.52295	1.120848	0.238121	0	0.85254	0.787508	0.546422	0.902788	3.599525	4.940955	4.164987	4.059798	2.177655	2.049401	2.130542	0.656604	4.40863	2.569714	1.7534	2.116208	3.968191	2.048968	3.4203	2.069458	3.595297	3.664753	4.302707	2.822489	1.355946	2.830795	2.541015	3.936827	4.018089	5.993323	3.86133	1.388178	1.127614	1.388862	1.451833	3.531814	1.329883	3.488005	1.998439	1.581936	2.370876	2.642233	2.450106
hsa-miR-218-2-3p	0	0	0	0.276071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219a-1-3p	2.527252	2.363674	0.820248	0.552142	3.060817	3.09224	1.701872	1.509597	3.27733	2.402241	8.370259	1.879665	1.751848	4.427883	1.77456	1.02907	1.033915	1.022952	1.641873	1.466134	4.392714	1.291825	7.317249	0.216579	2.62939	2.98544	1.048692	2.178295	4.89473	0.952266	1.901465	2.614751	1.86808	0.714363	1.068288	2.841802	1.771893	1.366055	0.601859	0.469503	0.149726	1.561869	0.961532	0.670048	2.664222	0.751956	0.656604	0.91213	1.284857	0.8767	0.384766	0.417704	0.546391	0.2631	0.188133	0.299608	1.127616	1.075677	2.620884	1.129955	0.786332	1.694009	0.787365	1.339363	0.187291	0.812912	0.616968	3.382842	1.157385	2.903666	0.74354	2.438119	1.073232	1.665366	1.757705	1.580584	1.016243	0.532631
hsa-miR-219a-2-3p	0.180518	0.196973	0	0	0	0	0	0	0	0	0	0	0	0	39.927598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373616	0	0.534144	0	0.196877	0	0	0	0.449178	0	0.106837	0.167512	0	0	0.164151	0	0.367102	0	0.192383	0	0.136598	0	0	0.099869	0	0	0	0	0	0.423502	0	0	0	0	0	0.225523	0	0	0.185885	0	0.134154	0	0	0	0	0
hsa-miR-22-3p	67253.60287	155579.7569	76071.45428	56429.10425	48000.03184	70883.8482	80967.21662	85083.86751	66074.61097	42017.30635	34377.66279	79712.046	50845.93837	80548.2283	94967.93962	65020.07496	85259.66626	73570.4402	58144.31322	84007.63312	44070.5055	40888.63799	59052.51629	71086.11304	67580.42608	62341.94664	25843.26182	67657.16467	38708.34584	48868.66137	41846.0184	39555.43993	77528.30608	41808.31885	94317.51111	33982.26829	48330.36442	51004.10472	74528.97373	68625.42414	36077.35499	45884.10714	38421.80752	61589.09136	73660.00386	33462.55702	57031.07046	62299.69246	54791.79997	48303.71695	48071.78794	44560.48734	36314.9256	36070.36349	27629.15303	34725.78215	51019.57683	35151.89327	37243.76578	47330.42483	58649.37994	68501.53372	57654.53231	73668.58732	54677.11703	28333.21648	23232.39786	46183.23004	48342.81	66150.3625	44486.71054	61370.99857	58872.71661	75548.8297	52453.97668	39831.12246	42707.19768	31025.37586
hsa-miR-22-5p	33.576346	27.970138	8.817667	12.975317	17.140573	26.725785	15.955053	31.135424	20.028127	12.011207	15.736089	35.982166	36.788816	23.950823	11.23888	20.140386	15.508713	32.734497	15.871448	18.640856	16.516602	6.028518	35.816012	19.9253	11.90959	15.673557	6.641715	36.894874	10.197354	14.283979	15.687086	9.674581	23.911424	25.478938	25.638903	5.115243	6.496942	12.294491	34.456439	21.597153	12.876428	10.933093	11.004185	17.756259	15.780393	11.40467	10.998103	14.290037	12.481466	7.53962	12.120103	15.663912	11.337614	8.550753	4.515183	11.984324	15.786632	12.600786	6.451405	13.333469	11.794983	15.669594	13.700161	14.350315	13.297693	9.55171	7.712101	11.050617	10.184988	17.421998	7.435395	40.339785	17.842493	11.324488	8.261217	10.668944	16.463134	6.285055
hsa-miR-221-3p	114.448408	316.73227	256.942732	228.586448	467.080613	179.129017	569.276311	339.470475	93.221828	184.972596	303.338226	162.725323	237.08348	248.363997	139.598714	329.449668	520.058842	119.174027	137.057394	297.625343	104.01944	236.83463	283.062027	399.37235	223.343476	493.903642	565.944013	420.41095	293.683838	193.309829	702.35368	389.336519	595.170267	1374.672079	179.472321	123.902567	263.815255	582.485653	199.967712	402.207854	409.200897	326.430908	481.192727	362.495701	381.188705	248.020255	300.231781	409.546355	317.72673	253.541648	281.84047	241.015388	285.216135	290.85714	228.581105	332.065687	275.984161	337.455223	267.93496	282.48875	331.517689	282.899687	435.885603	397.98208	443.318863	432.87536	231.36305	427.365657	291.429518	253.586875	333.849226	423.78939	399.645028	339.901204	361.384265	307.028522	255.076948	220.82914
hsa-miR-221-5p	1.80518	4.13643	11.483474	6.073554	4.285145	5.300982	17.231457	7.170583	1.456592	3.303082	4.352533	1.34262	2.043823	7.044358	7.394	6.321435	13.182409	4.603289	1.876425	13.823556	2.459921	6.028517	1.925591	6.930538	4.33076	16.419917	20.624273	8.304746	4.486836	1.269687	12.359524	14.904083	6.725088	7.857991	5.875583	1.989261	7.678204	9.015961	4.062551	11.424578	5.240409	8.329972	15.170822	4.857846	6.967965	10.026082	6.237731	3.4965	7.709141	6.31224	5.194332	3.759337	11.337616	14.602054	23.704708	11.684717	19.451384	12.293449	8.265862	3.389865	3.617124	5.717286	5.354084	7.462168	16.107065	20.119559	4.781502	9.246435	2.777724	7.259165	9.480129	6.427769	3.085542	6.828002	5.273119	6.124763	6.503957	5.645895
