miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43
hsa-miR-212-3p	9.802096	14.9896	6.152647	8.01184	16.046225	14.176434	7.920181	12.946465	21.482285	11.748015	11.786147	10.851132	14.971161	33.53701	23.575599	9.488813	5.103464	8.330582	11.028429	5.49468	17.006214	13.653976	14.166502	5.476844	10.207077	10.69094	17.048831	15.332264	3.842319	2.545621	2.821317	2.655529	3.899892	15.754561	38.423993	20.395682	21.361251	16.437311	4.311689	5.964989	6.997268	4.552478	4.344237	1.887162	8.066775	3.276576	7.103078	18.378404	9.699949	4.933515	6.902018	3.889171	3.856524	13.743852	4.951181	6.687514	7.471301	12.033496	5.611379	7.483936	8.72471	8.561206	4.716139	39.385471	8.524041	9.012068	6.87287	6.858659	7.731913	16.763001	10.582846	4.504508	4.516319	5.90545	1.57658	2.141418	18.256418	48.18564	6.752678	14.652909	5.994285	2.31816	2.731376	1.832116	2.974327	6.335366
hsa-miR-214-3p	25.730502	19.611393	2.461058	2.045577	24.069338	4.378017	10.344726	6.322693	10.923197	2.679374	2.87467	4.577822	2.201641	6.826116	5.051915	5.883064	21.391116	11.86049	8.746684	4.085786	9.871422	17.8552	1.07322	2.231306	0.688117	4.907316	1.065552	5.993522	5.564739	5.28706	2.21675	7.468676	7.242658	3.316749	2.12157	5.587859	15.512338	1.6115	6.871753	1.525927	1.350349	11.887024	0.965386	1.306497	1.190178	1.911336	6.196301	17.128172	3.761205	3.866811	5.413346	8.889534	8.0987	8.949484	8.024327	9.740509	13.654449	8.639432	4.609346	7.802402	4.536847	9.512451	1.179036	3.354598	6.137309	5.734952	18.642657	3.266027	2.706169	10.111016	4.304886	7.038293	4.014507	8.119992	3.15316	3.129764	2.766123	10.017541	4.951965	4.254068	7.680175	6.41952	3.277652	3.460663	11.668507	15.358462
hsa-miR-214-5p	12.25262	28.979894	8.613705	12.614387	25.528086	9.589941	22.305817	8.129176	24.759244	4.946534	3.737071	14.072562	4.403282	16.620112	10.384491	10.058142	32.249551	21.179445	31.944416	8.312462	25.50932	36.0605	4.722168	7.708152	2.981842	14.371427	3.196656	15.471648	18.151645	24.281316	11.486792	27.883051	29.806317	13.681592	14.1438	7.264216	14.495134	3.545302	16.303573	8.878124	11.416593	17.956994	18.825028	3.629158	5.421931	9.966251	15.566318	17.128173	8.116283	10.000369	5.14268	21.668238	19.154067	12.625166	31.75585	19.044877	13.396816	12.95915	4.609347	10.509356	9.073697	19.183442	3.733611	11.803216	10.569811	7.783149	16.838529	7.348563	12.950955	18.093397	10.582845	15.671933	21.327062	17.347258	20.180228	12.024885	5.117329	14.202083	3.601429	9.926163	35.778381	19.615197	25.948068	15.267633	32.946375	34.364559
hsa-miR-215-5p	2.450524	2.748093	2.666146	3.238829	2.188122	3.544109	3.232728	2.408645	2.18464	1.442739	5.174406	1.865039	3.962954	4.155028	3.929267	4.934183	1.085844	3.10632	3.422615	1.408892	2.736632	6.126784	7.727183	2.839845	1.490922	6.484669	3.729432	6.132906	2.119901	1.174902	0.403046	1.161795	2.228509	1.658375	8.250551	3.073323	6.611816	12.892009	1.077922	1.248486	3.068977	1.770407	0.482693	2.903325	3.04157	2.593956	3.173717	6.126134	3.860183	2.400089	5.819348	5.555959	5.527684	6.392488	3.585337	4.942945	1.803418	10.953567	4.208534	5.573144	6.107296	4.597686	1.768552	5.715241	2.557211	7.37351	9.879749	5.71555	3.092766	10.377096	7.533552	3.941445	1.003627	1.968483	1.261264	1.317795	3.319349	7.608259	5.852322	6.617442	6.181605	1.24824	1.365689	4.682074	2.745532	2.111789
hsa-miR-216a-5p	0	3.7474	0	0	0	1.459339	0.161636	0.602161	0.728213	1.236633	0	0.169549	0.880657	0	0	1.51821	0.108584	0	0.950726	0.140889	0.488685	0.525153	0.429288	0	0	0	0	1.533226	0.397482	0	0	0	0.835691	0.414594	0	0.558786	0.254301	0	0.943182	0.971045	0.613795	0.252915	0.482693	0.435499	0.132242	0.546096	2.26694	0.125023	2.870393	0.133338	2.57134	0.833394	0.514203	1.278497	1.365843	1.599188	1.416971	1.542757	2.605282	0.318465	1.395953	2.219572	0.393012	1.366689	0.170481	2.867476	0.859109	0.326603	0.773191	0	1.434963	1.313815	0	1.599392	0.315316	0	0.968143	0.634021	1.800715	0.472674	1.873214	0	0.819413	0.203568	0.457589	0.575943
hsa-miR-216b-5p	0	0	0	0	0	0.416954	0.161636	0	0	1.030528	0	0.169549	0	0.296788	0	0.189776	0	0	0.380291	0	0.195474	0	0	0	0.114686	0	0	0	0.397481	0	0	0	0	0	0	0.279393	0.254301	0.3223	0.53896	0.138721	0.122759	0	0	0	0	0.136524	0.151129	0.625116	0.197958	0	0.541335	0.277798	0	0.799061	0.51219	0.290762	0	0.154276	0.200406	0	0.348988	0	0	0	0	0	0.171822	0.489904	0	0	0.17937	0.46922	0	0.738181	0.630632	0	0	0.126804	0.900358	0	0	0.17832	0	0	0.457589	0.575943
hsa-miR-217	1.837893	80.069451	2.461058	1.875112	8.752487	31.480023	5.657272	9.935659	25.487458	34.213515	4.599472	25.093243	6.164595	7.716479	5.613238	46.305407	11.184188	6.49503	17.873663	1.268003	13.487686	13.303874	11.590773	1.01423	5.619626	5.608361	5.860536	14.077805	70.884164	3.720524	5.844157	6.804792	24.792171	2.902155	0.70719	18.998717	20.852649	19.015714	15.495131	25.94077	13.749016	15.174924	13.998098	14.226298	12.563009	36.315382	51.081708	18.503427	45.332414	6.93359	62.25349	5.27816	9.255658	35.158692	35.511922	38.235136	22.285088	22.832788	39.480056	5.891608	39.784673	19.659064	14.344925	40.627917	21.310101	43.012144	16.408975	3.755932	12.177763	10.111016	16.322694	59.966256	13.047142	105.067798	49.189307	5.435907	27.24632	12.426823	38.715354	16.543604	36.340347	13.373997	47.799073	11.399832	39.581407	119.60402
hsa-miR-218-1-3p	0	0.874393	0	0	1.458748	0.625431	0.323272	0	0.728213	0.412211	0.287467	0.169549	0	0.296788	1.122648	0.569329	0.54292	0.423588	1.521162	0.140889	1.857002	0.175051	0.643932	0.202846	0.802804	0.876307	1.065552	0.69692	0.264988	0.391634	0.201523	0	0.557128	0	0.94292	2.514537	0	0.3223	0.269481	0.138721	0.122759	0	0	0.435499	0.925696	0.955668	0.302259	1.000184	0.692853	0.266677	0.541335	0.555596	0	1.278497	0	0.872284	0.386447	0.154276	0.400812	0.477699	1.919435	0.792705	0.196506	1.118198	1.022885	1.638558	1.03093	0.163301	0.193298	2.128634	0.717481	0.281532	0.250907	0.12303	0.945948	0.329448	0.414919	1.902064	0.450179	0.945349	2.435178	0	2.185101	0.407136	0	0.383962
hsa-miR-218-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296788	0	0	0.108584	0	0	0.140889	0	0	0	0	0	0	0	0	0	0	0	0.165971	0.278564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450179	0	0	0.17832	0	0	0	0
hsa-miR-219a-1-3p	1.837893	1.249133	5.537383	7.329981	2.188122	4.586493	0.646545	2.709725	5.097492	2.679372	3.449604	9.66429	2.201641	6.826118	1.122648	11.955904	3.257531	3.106319	5.70436	2.958672	3.029843	0.700204	4.078235	10.34515	5.619627	2.278397	3.729432	3.205836	4.504789	5.287061	3.425885	2.157618	1.949946	2.487562	3.77168	2.235143	1.780105	19.982614	1.212662	4.439063	3.068977	1.770408	6.275009	1.306497	2.512602	4.368768	3.475975	1.000185	1.187749	4.800177	1.624004	1.944586	2.056813	5.11399	1.536574	2.180712	0.901709	1.079929	4.008128	2.866188	1.395953	0.634164	6.681198	3.478842	2.727693	6.96387	1.116841	5.062343	4.832446	0.798238	5.739848	1.501502	4.767225	2.337574	5.675689	1.48252	0.968143	1.268043	4.951965	0.945348	2.997141	1.60488	2.185101	7.328462	2.287942	1.535847
hsa-miR-219a-2-3p	0	0	0	0	0	0.208477	0	0	0	0	5.461873	0	0	0	0	0.189776	0.217168	0	0	0	0	0	0	0.202846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138721	0	0	0	0	0.396727	0	0	0	0	0.133338	0	0	0	0	0	0	0	0	0	0	0	0	0.196506	0	0	0.409639	0	0	0	0	0	0.281532	0	0.12303	0	0	0	0	0	0	0	0	0.273138	0	0	0
hsa-miR-22-3p	43320.97453	114863.9381	162646.6637	97223.84637	114298.718	89409.30762	107539.8995	82993.46354	152070.5464	149109.0883	89389.01761	164064.5425	120572.8847	103138.1737	144809.7477	112662.3844	120038.1565	87143.82172	90422.09412	69068.82791	134493.6327	103446.8936	75318.34918	77037.70057	65050.62252	95584.18624	134850.1288	70957.16402	158739.7193	183200.775	138388.6369	136713.2457	166518.9815	96521.97347	92343.22952	75601.20463	110785.5498	70141.23519	109474.7204	61174.99199	177681.8593	93970.97694	114660.353	50059.87384	73179.66612	82484.38166	85136.43199	75392.7165	178585.7593	74235.00841	45719.77485	108480.3648	110460.4728	92361.08681	100035.3753	82379.9991	178786.5551	104356.326	74462.19444	58910.34867	83024.15872	41395.01354	63247.95025	82261.46661	123915.3372	70817.24304	106925.1713	160366.8795	68125.30493	51496.47032	79363.4508	256276.5385	102964.7875	192825.2473	165933.8196	82191.42203	38018.71394	52083.60411	57729.09248	48915.18849	153185.6154	223361.8057	117113.4605	151556.2908	98381.07469	148021.2062
hsa-miR-22-5p	34.919966	30.229028	14.561264	21.989944	49.597423	23.766375	28.609636	37.936153	84.836821	15.457914	49.444326	37.809415	45.35381	44.814942	58.097012	22.773152	60.698654	20.755858	26.049911	18.738266	62.649324	97.67844	27.689071	21.501686	13.074233	48.372121	31.966558	19.095638	33.123441	39.750865	26.197947	42.156517	55.434179	46.019901	27.580412	43.864686	99.940138	19.338013	75.858773	24.831004	28.725625	46.789351	31.857741	8.709978	21.158754	8.327964	19.94907	32.130952	34.147779	10.533721	8.120021	50.837021	41.393352	15.182163	20.658377	10.612794	53.072001	25.146922	10.621538	19.426385	11.342122	28.061728	4.519633	18.139682	17.900484	26.216925	25.000062	14.697125	11.984466	21.81851	7.892292	81.081135	22.8325	67.420554	28.06313	18.778589	13.139088	18.767038	19.807856	16.543605	35.778382	71.506307	36.327295	22.799664	16.701981	63.161674
hsa-miR-221-3p	191.140866	293.921091	192.782944	148.815664	711.868884	550.796143	583.992149	353.4686	993.282601	286.074442	871.887449	250.593337	464.10598	952.391695	644.11904	538.395249	526.308356	293.54713	149.073944	462.961982	349.89794	407.693702	472.860634	210.351398	139.573182	657.229894	463.781489	474.32452	376.679774	762.120047	268.428191	172.443382	1005.057883	370.646767	953.527945	588.12206	630.1569	428.337023	594.878306	370.384245	298.304561	586.510856	321.473564	167.957412	401.222869	220.759292	275.810999	209.038723	116.300406	326.812071	216.804545	360.859497	249.131416	726.186817	400.192035	368.830951	87.981011	236.658749	332.073378	366.235098	413.376724	403.486442	226.571202	165.617772	196.393889	309.687436	285.224053	415.112171	477.638921	561.959641	372.552042	165.916026	525.147489	388.40637	263.919548	406.210571	223.502812	253.608626	397.957812	559.646553	289.973492	119.831017	180.270784	387.187156	236.115677	208.683099
hsa-miR-221-5p	18.991561	2.373353	3.486498	0.852325	5.105618	8.130603	4.687454	9.634582	23.30282	9.686961	16.960553	2.882333	6.604924	27.898045	12.068462	7.211497	19.653765	15.249201	3.042325	9.298687	4.886844	6.826989	6.224676	12.373611	3.899334	22.783969	29.036292	8.363048	1.192446	3.133072	1.41066	1.327767	4.178457	33.582091	16.501101	16.20479	13.986535	59.947842	2.290585	1.52593	3.80553	0.758746	0.965386	1.741995	8.727984	9.829728	9.067759	7.376365	1.880602	9.600353	18.40538	11.111918	3.985075	21.734462	9.560902	9.595129	1.674603	16.816041	11.62357	17.834058	24.080196	19.817606	15.916969	7.206174	11.592696	15.975938	7.302425	29.884156	22.809144	47.096047	11.659066	0.93844	3.512696	2.214544	1.891896	2.470863	4.425799	12.173213	34.66375	62.865701	2.622499	0.8916	0.546276	4.071367	0.686383	0.959904
hsa-miR-222-3p	36.145228	44.594063	21.739354	24.205987	187.449082	77.553431	96.173628	71.657179	193.340567	40.190579	167.018334	29.331967	78.378431	193.208785	113.948728	90.713051	98.05167	52.101439	23.578021	66.077042	53.657534	77.197477	91.223682	57.202596	34.864626	140.910089	101.493825	61.05029	103.610125	251.037488	97.940017	59.251484	260.735638	64.676618	142.852394	103.095981	116.215377	105.714478	144.980532	138.85941	74.269242	222.059737	133.705971	24.823437	56.731907	34.813618	43.978629	27.880164	15.341755	41.468198	27.878736	68.893885	43.450168	84.061236	53.60934	48.70255	14.813788	24.992646	46.093468	46.018236	51.126796	44.708517	39.694175	30.439875	26.254044	54.891688	33.333415	59.768312	69.200622	72.373591	58.474705	36.692969	116.671564	69.512066	108.784042	81.703338	29.044301	29.545404	56.722494	69.483144	56.383733	29.957755	39.331808	74.913181	63.8336	61.049887
hsa-miR-222-5p	1.225262	1.998613	11.895117	3.068364	6.564366	43.780163	13.415816	30.40914	22.210502	16.488444	39.095513	4.91692	10.127551	56.389664	14.313758	38.52458	16.939158	7.765797	3.612762	11.975581	7.232527	12.953771	7.083251	11.765072	8.142725	27.866548	27.97074	14.495956	15.766759	18.994256	9.471566	5.643001	30.363445	13.681592	43.138593	9.49936	23.395658	118.284188	14.551948	7.213475	20.746284	9.610784	17.376949	2.177495	14.811128	27.441322	44.12976	5.751065	1.484685	19.067371	19.89405	9.722928	6.684642	240.517419	16.731578	30.820717	2.705129	16.507491	60.723135	22.292571	52.871737	5.39039	22.205158	11.554725	13.297504	55.710967	6.529225	22.698896	24.548824	93.127781	25.470578	19.050314	22.079782	11.441807	46.982093	17.131344	5.670554	10.271149	54.921779	53.412212	186.384771	2.13984	2.458239	25.85319	5.719857	4.031596
hsa-miR-223-3p	253.016596	242.082054	222.520739	438.435148	790.641256	1046.762842	285.126527	1415.078719	457.317797	945.199851	3117.867223	1120.888056	1258.898483	376.623577	847.037586	1055.535557	96.097151	166.611645	249.850972	588.494282	315.396831	700.378916	270.022096	441.595943	389.474553	750.468912	395.852552	2035.706614	852.994858	199.929229	599.529929	127.79731	753.79341	1460.199007	239.973164	330.521805	661.181572	3285.528685	965.683541	611.896962	392.215255	1707.937824	887.189809	48.921043	462.31877	229.087254	633.534081	1580.417772	228.245735	103.870504	369.596261	921.455696	387.580608	1354.248915	279.485652	250.054882	246.681745	1443.710933	89.78206	121.972214	150.065	264.921747	47.554406	323.532397	142.862916	922.917729	1587.031307	113.00457	234.276964	2330.323178	93.631279	620.026685	642.822681	502.947494	523.739987	688.054161	92.250234	361.265492	174.669267	266.115718	479.917366	906.578706	253.198512	605.208948	274.781907	2207.77887
hsa-miR-223-5p	6.12631	0.624566	2.461058	1.875112	3.64687	6.462786	2.262908	11.139984	3.641067	5.564851	6.324274	3.899627	0.880656	4.155028	7.29721	8.729708	0.977259	1.835551	2.091599	2.254227	4.300423	3.325969	1.287864	3.854075	3.66996	5.608361	4.528596	17.004874	5.034764	0.783268	2.821318	0.331941	8.356913	2.487563	3.77168	1.117572	5.340312	36.097625	13.474028	7.213478	3.437253	21.244896	16.894256	0.435499	6.347626	2.867004	5.440654	3.875718	0.890811	2.26675	2.706674	2.222384	3.470872	5.913052	3.585339	2.471473	2.189866	9.102261	3.206502	3.184653	4.362354	1.585409	1.179035	5.342508	2.898174	11.469904	5.670118	4.572437	2.70617	5.321587	2.331815	14.17043	5.770854	6.27454	5.360373	12.683783	1.244756	3.804129	1.350536	4.254069	4.495713	13.195679	13.383742	5.699914	5.719858	42.811712
hsa-miR-224-3p	2.450524	0.499653	7.588263	3.750223	0.729374	3.752586	1.29309	3.311887	1.09232	1.442739	12.361081	0.508647	5.283939	3.561453	1.964634	9.678588	5.863555	3.529908	5.704358	1.83156	5.473263	3.325969	1.287864	2.839844	0.344059	3.329965	2.66388	5.854135	5.167259	7.049414	3.224363	3.485383	3.621328	7.462686	3.06449	10.058145	1.017203	0	2.694805	6.242432	4.419326	1.517491	1.930772	0.435499	4.099509	2.184384	2.569198	2.125393	1.484685	3.733471	2.436006	2.500182	1.671161	2.87662	2.048765	2.616854	0.772896	1.388481	3.406909	1.273861	3.489883	2.378114	4.126623	3.230354	0.170481	1.638557	0.601377	2.122917	1.932979	3.192952	3.946145	1.501503	3.261786	2.583634	7.252269	1.647244	0.414918	1.77526	3.601429	2.363372	6.93089	1.06992	3.277651	2.44282	1.601559	1.919809
hsa-miR-224-5p	60.037837	30.104115	355.007742	278.198354	54.703039	91.729865	57.704177	94.238222	98.308763	62.656074	394.692208	50.525585	178.332943	226.745795	160.819264	341.027939	103.806641	200.21637	358.614103	137.789657	306.69825	50.239627	76.842537	190.878172	27.868762	145.817406	189.401861	211.306483	315.202667	381.84329	381.482406	105.557259	272.435313	277.777778	159.117766	252.012398	64.083753	24.172518	165.595795	534.906981	145.715025	202.079418	80.609737	1.887161	27.638622	69.217664	37.32894	33.131137	6.928534	48.001773	11.503363	51.948211	22.110735	69.198698	50.194734	51.464784	5.796699	7.868056	51.905252	32.96116	47.811406	15.219922	70.742094	15.406306	8.524042	62.674837	16.580796	32.333679	49.677542	29.002651	78.922919	38.382157	93.58816	78.616302	348.739571	65.230892	2.351205	8.495888	44.117497	32.614535	78.487656	34.950713	40.970634	65.549034	34.090345	72.568732
hsa-miR-2276-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097737	0	0	0	0	0	0	0	0	0	0	0	0.278564	0	0	0	0.254301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2277-3p	0	0.249826	0	0.681859	0	0.625431	0.161636	0	0	0	0.574934	0.169549	0.440328	0	0.561324	0.379552	0.325753	0.141196	0.190145	0.140889	0	0	0.429288	0.202846	0.458745	0.175261	0	0.836305	0.794964	0.195817	0.201523	0.663883	0.278564	0.414594	0.70719	0.558786	0.254301	0.3223	0.13474	0.138721	0.122759	0.252915	0.482693	0.145166	0	0.136524	0	0	0.098979	0.133338	0.135334	0.277798	0.128551	0.159812	0.34146	0.145381	0	0	0	0	0	0	0.196506	0.124244	0	0.409639	0.171822	0	0.193298	0	0.17937	0	0.752721	0.12303	0	0.164724	0	0.380412	0.450179	0	0.187321	0	0.273138	0	0	0
hsa-miR-2277-5p	0	0	0	0.681859	0	0.416954	0.808181	0.301081	0.364107	0.206106	1.149868	0.678196	0.440328	0.593576	0.841986	0.379552	0.325753	0.141196	0.190145	0	0.390948	0.875255	2.14644	0.202846	2.293725	0.175261	0	0.836305	1.457431	0.587451	0.403046	0.995824	0.557127	0.414594	0.47146	1.117572	0	0.9669	0.13474	1.664649	0.368277	0.758746	1.448079	0.145166	0.264484	0.136524	0.151129	0.125023	0	0.133338	0	0	0	0.319624	0.341461	0	0.128816	0	0	0	0	0	0.196506	0.124244	0	0.819278	0.343644	0.163301	0.193298	0	0.538111	0.656908	0	0.49212	2.207212	0.329449	0	0.253608	0.900358	0	1.311249	0.35664	0.273138	0.814273	0.457589	0.383962
hsa-miR-2278	0	0	0	0	0	0.208477	0	0	0.364107	0.206106	0.287467	0	0	0	0	0	0	0.282392	0	0.140889	0.097737	0.350102	0	0	0	0	0	0	0	0	0	0	0	0.829187	0.23573	0	0	0	0	0	0	0	0.482693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200406	0	0.174494	0	0	0	0	0	0	0	0	0	0.35874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2355-3p	14.090513	4.621794	7.588262	17.387397	8.023113	4.16954	4.040905	10.838904	12.015517	6.595379	15.810685	6.103762	7.92591	8.606842	5.8939	2.087539	2.388853	2.400338	4.563486	2.254226	5.864213	9.977906	8.156471	7.910997	5.046194	10.866199	9.057192	3.484604	1.854915	7.049413	13.905064	2.489559	3.899892	18.242121	13.908071	10.896325	5.848914	14.82581	14.282469	5.687548	10.066242	7.840379	25.58273	0.580665	1.719147	1.911336	3.475974	5.000925	2.177538	1.333383	2.57134	3.889172	3.342322	1.757934	1.536573	6.105991	1.80342	5.553923	1.202437	1.910791	1.395952	11.097861	0.393012	2.609132	1.022885	7.373509	3.694167	1.306409	0.96649	4.25727	0.896851	1.595347	1.254534	1.476361	1.891896	5.93008	1.244755	3.423717	2.250895	2.836045	2.247854	1.24824	6.282165	1.017841	0.915177	10.750924
hsa-miR-2355-5p	26.343132	48.966029	77.93353	106.199495	85.336742	49.825995	57.219268	58.108554	155.837595	94.396323	185.416223	55.103406	69.571864	69.448321	78.865991	27.707335	40.936301	52.666224	34.986742	30.995628	69.784114	78.597884	78.130401	80.529898	48.971036	67.826124	97.498004	19.374406	37.230749	160.374183	229.735841	43.982193	68.526672	92.454396	97.3565	78.7888	66.372458	147.935809	92.027606	90.44589	139.331553	85.991243	516.964246	6.532485	21.423237	17.475071	37.026682	40.632526	28.802909	24.267563	29.09674	38.058316	27.252766	17.259721	12.634048	42.887321	38.387031	55.847763	14.228852	14.171708	19.892336	27.586107	16.702995	29.073188	20.62818	46.289259	27.749209	13.390715	15.07723	55.344509	11.300326	40.352881	29.857886	36.17088	24.594653	42.498915	11.064496	16.611365	33.313212	28.360467	70.807479	31.740954	38.785533	37.660159	26.082547	104.053579
hsa-miR-23a-3p	4008.444507	2681.389786	6257.037088	4120.301699	2259.600201	5241.944816	2655.846947	3398.296486	6144.297601	4928.188723	5630.616384	5813.155031	3502.811275	7955.987574	5709.224176	6493.00494	5570.37732	3408.196558	4844.332764	4218.082426	4163.785467	5157.701667	5815.777962	6608.11717	3634.522401	7602.484924	9157.087134	4739.342438	3444.3079	5013.11289	9751.278714	3203.729162	5276.832439	8118.159204	13884.49842	3912.618196	5436.438326	5512.301071	3910.297471	3518.927747	10079.74798	3534.998813	5136.819343	2794.596502	3769.035274	4460.511803	4807.5746	3134.330634	3381.817901	4372.294815	1812.794554	5237.324154	5051.531509	3842.845116	4075.846633	4482.96065	4433.444172	3064.067412	4085.88536	3261.243934	4067.808437	3925.154139	4453.018211	3552.644148	4248.552148	4255.334833	4874.753996	4480.010764	5173.809538	2843.324216	5787.561028	3142.832397	3520.219434	3569.844553	6806.727962	2699.834268	1870.03809	2876.175457	3662.202248	2773.653691	4412.167722	2585.996141	1755.181901	4299.77243	1953.674194	2612.666317
hsa-miR-23a-5p	1.225262	0.124913	2.050882	4.432081	1.458748	2.710201	0.484908	3.311887	3.276959	2.267162	5.174406	8.477447	0	6.529331	2.806619	5.883064	3.909036	1.270767	4.943778	2.536006	4.886843	2.800816	2.361084	50.711523	4.58745	6.134146	6.126924	1.393842	3.709827	1.762353	6.851771	1.161794	6.128402	9.95025	12.02223	0.558786	6.103215	16.759612	8.219156	5.410106	6.015195	5.058308	43.925067	1.306497	2.248116	3.4131	7.707595	1.500278	0.395916	2.40009	0	5.27816	0.899857	1.757934	4.60972	0.726903	1.030526	0.462827	1.202438	1.592327	0.348988	0.475623	1.965059	2.484888	0.511443	1.228918	1.03093	2.776122	5.412338	1.862554	1.076221	4.316821	7.025385	3.567876	4.729741	2.306142	0.414918	0.88763	1.800714	0.472674	8.42946	4.457999	1.092551	4.885642	0.686383	2.687731
hsa-miR-23b-3p	644.487793	998.432339	1668.597913	998.923008	504.726707	2758.150252	1041.261396	920.704408	1013.672566	1024.756571	1712.153529	1066.123749	1409.490747	2598.969791	1274.766305	1771.940935	2657.059119	1622.063222	1359.919453	1163.463196	1372.029961	1527.844836	3637.356466	2064.770379	2293.725286	732.241734	1047.703962	1653.654452	1309.833358	1512.491073	1060.210742	1472.988466	1338.777211	1175.373134	5252.300664	932.613508	1626.252366	1356.561724	724.363709	1968.862754	1352.682291	1027.342434	705.214533	1829.530919	2130.157545	2212.917354	2151.174652	1514.530567	1410.154815	2457.82411	1075.632034	3051.610133	2499.927048	2820.526219	2636.589435	2207.897374	1814.753219	1068.82126	2525.521248	2105.055654	2267.377438	2100.349062	2467.523485	1527.709044	2567.099967	2180.920548	1535.484793	1965.169114	2848.436726	1404.633027	3617.180801	1373.780933	1817.818237	1831.181635	2481.537456	728.246933	1199.529649	1279.201922	2064.518687	1628.836166	2198.965649	1409.619328	803.297536	2496.156116	1510.728508	807.087163
